ACCOUNT,ACCOUNT,HOUSE_NO,STREET_DIR,STREET_NAM,STREET_SFX,STR_POST_D,STR_UNIT_T,STR_UNIT_N,ADDRESS,2005 Closed Violations Count,2005 Average Days to Close Violation,2007 Closed Violations Count,2007 Average Days to Close Violation,2008 Closed Violations Count,2008 Average Days to Close Violation,2009 Closed Violations Count,2009 Average Days to Close Violation,2010 Closed Violations Count,2010 Average Days to Close Violation,2011 Closed Violations Count,2011 Average Days to Close Violation,2012 Closed Violations Count,2012 Average Days to Close Violation,2013 Closed Violations Count,2013 Average Days to Close Violation,2014 Closed Violations Count,2014 Average Days to Close Violation,2015 Closed Violations Count,2015 Average Days to Close Violation,2016 Closed Violations Count,2016 Average Days to Close Violation,2017 Closed Violations Count,2017 Average Days to Close Violation,2018 Closed Violations Count,2018 Average Days to Close Violation,Total Closed Violations Count,Total Average Days to Close Violation,2013 Active Permit Count,2013 Active Permit Sum,2014 Active Permit Count,2014 Active Permit Sum,2015 Active Permit Count,2015 Active Permit Sum,2016 Active Permit Count,2016 Active Permit Sum,2017 Active Permit Count,2017 Active Permit Sum,2018 Active Permit Count,2018 Active Permit Sum,Total Active Permit Count,Total Active Permit Sum,2013 Completed Permits Count,2013 Completed Permit Sum,2014 Completed Permit Count,2014 Completed Permit Sum,2015 Completed Permit Count,2015 Completed Permit Sum,2016 Completed Permit Count,2016 Completed Permit Sum,2017 Completed Count Count,2017 Completed Permit Sum,2018 Completed Permit Count,2018 Completed Permit Sum,Total Completed Permit Count,Total Completed Permit Sum,1999 Open Code Violations,2000 Open Code Violations,2005 Open Code Violations,2007 Open Code Violations,2008 Open Code Violations,2009 Open Code Violations,2010 Open Code Violations,2011 Open Code Violations,2012 Open Code Violations,2013 Open Code Violations,2014 Open Code Violations,2015 Open Code Violations,2016 Open Code Violations,2017 Open Code Violations,2018 Open Code Violations,Total Open Code Violations
3336868200000,3336868200000,416,,HOWARD,AVE,,,,416 HOWARD AVE,0,0,1,25,1,114,2,14,1,13,8,153.125,2,146.5,0,0,0,0,0,0,0,0,0,0,0,0,15,113.2,,,,,,,,,,,,,,,0,0.00,1,"15,000.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"15,000.00",0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4
3336949300000,3336949300000,414,,HOWARD,AVE,,,,414 HOWARD AVE,0,0,0,0,1,161,0,0,0,0,2,14.5,0,0,1,43,2,10,0,0,0,0,1,21,0,0,7,39.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3336998300000,3336998300000,312,S,DUKE,ST,,,,312 S DUKE ST,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6,,,,,,,,,,,,,,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,"4,600.00",1,"4,600.00",,,,,,,,,,,,,,,,
3337050400000,3337050400000,412,,HOWARD,AVE,,,,412 HOWARD AVE,0,0,0,0,1,20,0,0,0,0,2,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337106800000,3337106800000,314,S,DUKE,ST,,,,314 S DUKE ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337255600000,3337255600000,316,S,DUKE,ST,,,,316 S DUKE ST,0,0,1,179,0,0,1,119,0,0,0,0,0,0,1,38,0,0,1,0,0,0,0,0,1,71,5,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337394400000,3337394400000,318,S,DUKE,ST,,,,318 S DUKE ST,0,0,0,0,0,0,2,47.5,1,10,0,0,0,0,1,116,0,0,1,0,0,0,0,0,2,69.5,7,51.42857143,,,,,,,,,,,,,,,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,1,0.00,2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3337439700000,3337439700000,410,,HOWARD,AVE,,,,410 HOWARD AVE,0,0,0,0,1,90,1,12,0,0,1,17,0,0,1,28,0,0,0,0,0,0,1,35,0,0,5,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337621500000,3337621500000,408,,HOWARD,AVE,,,,408 HOWARD AVE,0,0,0,0,0,0,0,0,1,345,0,0,1,73,2,93,2,12,0,0,0,0,0,0,0,0,6,104.6666667,,,,,,,,,,,,,,,0,0.00,0,0.00,1,"9,546.00",0,0.00,0,0.00,0,0.00,1,"9,546.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3337634300000,3337634300000,320,S,DUKE,ST,,,,320 S DUKE ST,0,0,0,0,0,0,1,34,0,0,0,0,0,0,1,48,0,0,1,0,0,0,0,0,1,127,4,52.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337904300000,3337904300000,322,S,DUKE,ST,,,,322 S DUKE ST,0,0,0,0,1,57,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,1,35,3,36.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370013800000,3370013800000,623,S,CHRISTIAN,ST,,,,623 S CHRISTIAN ST,0,0,0,0,3,70.33333333,0,0,1,14,0,0,0,0,0,0,0,0,1,0,3,25,0,0,0,0,8,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370024100000,3370024100000,432,S,DUKE,ST,,,,432 S DUKE ST,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,98,1,0,0,0,1,0,0,0,5,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370036100000,3370036100000,458,S,CHRISTIAN,ST,,,,458 S CHRISTIAN ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370056900000,3370056900000,540 1/,,GREEN,ST,,,,540 1/2 GREEN ST,0,0,0,0,0,0,0,0,0,0,0,0,1,122,1,37,1,0,3,89.33333333,3,72,2,3,0,0,11,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3370081300000,3370081300000,471,,ATLANTIC,AVE,,,,471 ATLANTIC AVE,0,0,1,24,0,0,0,0,0,0,0,0,1,43,0,0,0,0,1,0,2,25,0,0,0,0,5,23.4,,,,,,,,,,,,,,,0,0.00,0,0.00,0,0.00,1,600.00,0,0.00,0,0.00,1,600.00,,,,,,,,,,,,,,,,
3370103900000,3370103900000,529,,CHESTER,ST,,,,529 CHESTER ST,0,0,0,0,2,178.5,1,35,0,0,0,0,0,0,1,55,0,0,2,2,0,0,0,0,0,0,6,75.16666667,0,0.00,0,0.00,0,0.00,1,"3,321.00",0,0.00,0,0.00,1,"3,321.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370115900000,3370115900000,535,,CHESTER,ST,,,,535 CHESTER ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370155200000,3370155200000,460,S,CHRISTIAN,ST,,,,460 S CHRISTIAN ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,0,0.00,0,0.00,1,"4,450.00",0,0.00,0,0.00,0,0.00,1,"4,450.00",,,,,,,,,,,,,,,,
3370157000000,3370157000000,512,,CHESTER,ST,,,,512 CHESTER ST,0,0,2,171.5,1,328,0,0,0,0,0,0,0,0,1,95,0,0,2,1,1,63,0,0,0,0,7,118.7142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370158100000,3370158100000,540,,GREEN,ST,,,,540 GREEN ST,0,0,0,0,0,0,1,92,2,11,0,0,1,60,3,9.666666667,1,7,1,0,2,52.5,3,0.333333333,0,0,14,22.57142857,0,0.00,1,"6,000.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"6,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370200400000,3370200400000,473,,ATLANTIC,AVE,,,,473 ATLANTIC AVE,0,0,1,24,0,0,0,0,1,4,1,57,1,329,0,0,0,0,2,2.5,2,15,0,0,0,0,8,56.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370218800000,3370218800000,455,,JUNIATA,ST,,,,455 JUNIATA ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
3370247600000,3370247600000,533,,CHESTER,ST,,,,533 CHESTER ST,0,0,1,127,0,0,5,11.6,2,30,5,160.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,74.92857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,6
3370254400000,3370254400000,462,S,CHRISTIAN,ST,,,,462 S CHRISTIAN ST,0,0,1,145,0,0,0,0,0,0,0,0,1,46,0,0,0,0,1,0,1,33,2,35,0,0,6,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
3370298700000,3370298700000,510,,CHESTER,ST,,,,510 CHESTER ST,0,0,4,45.25,0,0,1,86,0,0,0,0,0,0,0,0,2,3.5,1,0,0,0,0,0,1,29,9,33.66666667,0,0.00,0,0.00,0,0.00,0,0.00,1,"15,000.00",0,0.00,1,"15,000.00",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3370301500000,3370301500000,627,S,CHRISTIAN,ST,,,,627 S CHRISTIAN ST,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370302000000,3370302000000,436,S,DUKE,ST,,,,436 S DUKE ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370306700000,3370306700000,527,,CHESTER,ST,,,,527 CHESTER ST,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370330300000,3370330300000,538,,GREEN,ST,,,,538 GREEN ST,0,0,2,416.5,2,123.5,0,0,3,492.6666667,0,0,5,43,0,0,0,0,1,0,1,99,1,0,0,0,15,191.4666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3
3370348700000,3370348700000,553,,GREEN,ST,,,,553 GREEN ST,0,0,1,21,1,5,3,41.66666667,0,0,2,35,0,0,3,30.66666667,1,43,0,0,2,102,0,0,0,0,13,43.07692308,,,,,,,,,,,,,,,0,0.00,0,0.00,0,0.00,1,100.00,0,0.00,1,"2,500.00",2,"2,600.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3370363500000,3370363500000,464,S,CHRISTIAN,ST,,,,464 S CHRISTIAN ST,0,0,0,0,1,130,0,0,0,0,1,15,1,23,1,4,0,0,1,0,0,0,1,90,0,0,6,43.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370389300000,3370389300000,531,,CHESTER,ST,,,,531 CHESTER ST,0,0,0,0,2,8,5,15,2,428,2,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,83.58333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,5
3370440900000,3370440900000,438,S,DUKE,ST,,,,438 S DUKE ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"3,941.00",0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,"3,941.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370441700000,3370441700000,451,,JUNIATA,ST,,,,451 JUNIATA ST,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370460100000,3370460100000,551,,GREEN,ST,,,,551 GREEN ST,0,0,0,0,0,0,0,0,0,0,0,0,3,170.6666667,0,0,1,84,0,0,1,20,1,0,0,0,6,102.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370462700000,3370462700000,466,S,CHRISTIAN,ST,,,,466 S CHRISTIAN ST,0,0,0,0,1,130,1,15,0,0,0,0,1,23,0,0,0,0,1,0,0,0,1,106,0,0,5,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370478400000,3370478400000,440,S,DUKE,ST,,,,440 S DUKE ST,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0.00,0,0.00,0,0.00,0,0.00,1,540.00,0,0.00,1,540.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,0,0.00,1,0.00,,,,,,,,,,,,,,,,
3370549700000,3370549700000,523,,CHESTER,ST,,,,523 CHESTER ST,0,0,1,141,2,29,0,0,2,12.5,0,0,1,135,0,0,0,0,1,0,0,0,0,0,0,0,7,51.28571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
3370561400000,3370561400000,549,,GREEN,ST,,,,549 GREEN ST,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,15.5,1,0,1,0,1,15,1,0,0,0,7,6.714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370607200000,3370607200000,442,S,DUKE,ST,,,,442 S DUKE ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,0,0.00,1,0.00,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3370629300000,3370629300000,629,S,CHRISTIAN,ST,,,,629 S CHRISTIAN ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370661200000,3370661200000,521,,CHESTER,ST,,,,521 CHESTER ST,0,0,0,0,1,929,0,0,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,315.6666667,,,,,,,,,,,,,,,0,0.00,1,700.00,0,0.00,0,0.00,0,0.00,0,0.00,1,700.00,,,,,,,,,,,,,,,,
3370674500000,3370674500000,449,,JUNIATA,ST,,,,449 JUNIATA ST,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370682800000,3370682800000,547,,GREEN,ST,,,,547 GREEN ST,0,0,0,0,1,41,0,0,0,0,1,9,0,0,0,0,0,0,1,16,0,0,1,0,0,0,4,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370750600000,3370750600000,474,S,CHRISTIAN,ST,,,,474 S CHRISTIAN ST,0,0,0,0,2,22,0,0,0,0,0,0,1,57,0,0,0,0,1,0,0,0,1,13,0,0,5,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370804300000,3370804300000,545,,GREEN,ST,,,,545 GREEN ST,0,0,0,0,2,53,0,0,0,0,0,0,3,16.66666667,1,17,0,0,1,0,1,18,1,7,0,0,9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370810500000,3370810500000,626,S,DUKE,ST,,,,626 S DUKE ST,0,0,2,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,297,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,0,0.00,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370853400000,3370853400000,519,,CHESTER,ST,,,,519 CHESTER ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.5,0,0,0,0,0,0,1,40,5,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370865300000,3370865300000,444,S,DUKE,ST,,,,444 S DUKE ST,0,0,3,508.6666667,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,306.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370935900000,3370935900000,543,,GREEN,ST,,,,543 GREEN ST,0,0,0,0,2,64,0,0,0,0,0,0,1,47,0,0,2,5,0,0,2,14,1,0,0,0,8,26.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370947400000,3370947400000,528,,GREEN,ST,,,,528 GREEN ST,0,0,4,47.5,4,18.25,4,30.25,0,0,0,0,1,58,0,0,0,0,1,37,0,0,0,0,0,0,14,34.21428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371036200000,3371036200000,535,E,STRAWBERRY,ST,,,,535 E STRAWBERRY ST,0,0,0,0,2,11,3,66.66666667,3,11,2,8,4,1.75,1,430,1,14,0,0,1,0,1,28,0,0,18,41.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3371038900000,3371038900000,526,,GREEN,ST,,,,526 GREEN ST,0,0,5,72.4,0,0,0,0,1,8,1,339,0,0,0,0,1,7,0,0,0,0,2,0,0,0,10,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371057500000,3371057500000,541,,GREEN,ST,,,,541 GREEN ST,0,0,0,0,2,63.5,2,36,0,0,0,0,1,46,0,0,3,9,0,0,3,21.66666667,1,27,0,0,12,30.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3371076200000,3371076200000,515,,CHESTER,ST,,,,515 CHESTER ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371150500000,3371150500000,522,,GREEN ST,,,,,522 GREEN ST,0,0,2,20,0,0,2,81,1,126,0,0,0,0,2,43,0,0,1,134,1,21,1,0,0,0,10,56.9,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,"2,400.00",1,"2,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371165200000,3371165200000,537,E,STRAWBERRY,ST,,,,537 E STRAWBERRY ST,0,0,0,0,0,0,2,8,1,35,3,18.66666667,1,0,0,0,1,36,0,0,0,0,0,0,0,0,8,17.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371168800000,3371168800000,539 1/,,GREEN,ST,,,,539 1/2 GREEN ST,0,0,1,127,2,9,1,9,0,0,1,6,1,58,1,46,2,3.5,0,0,1,20,1,27,0,0,11,28.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3371218000000,3371218000000,513,,CHESTER,ST,,,,513 CHESTER ST,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371248300000,3371248300000,440,,CHESTER,ST,,,,440 CHESTER ST,0,0,0,0,1,10,2,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371259900000,3371259900000,539,,GREEN,ST,,,,539 GREEN ST,0,0,0,0,0,0,1,13,0,0,1,10,2,56,1,41,0,0,0,0,1,87,1,0,0,0,7,37.57142857,,,,,,,,,,,,,,,1,"3,000.00",0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,"3,000.00",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3371271900000,3371271900000,522,,GREEN,ST,,HALF,,522 GREEN ST HALF,0,0,4,65.25,1,152,0,0,0,0,1,6,1,177,0,0,1,11,1,163,3,46.66666667,1,0,0,0,13,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3
3371313900000,3371313900000,452,S,DUKE,ST,,,,452 S DUKE ST,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,28,,,,,,,,,,,,,,,0,0.00,1,"2,300.00",0,0.00,1,300.00,0,0.00,0,0.00,2,"2,600.00",,,,,,,,,,,,,,,,
3371313910001,3371313910001,452,S,DUKE,ST,,,,452 S DUKE ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371313910002,3371313910002,452,S,DUKE,ST,,,,452 S DUKE ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371313910003,3371313910003,452,S,DUKE,ST,,,,452 S DUKE ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371324600000,3371324600000,539,E,STRAWBERRY,ST,,,,539 E STRAWBERRY ST,0,0,1,579,0,0,1,50,0,0,0,0,1,7,0,0,1,128,0,0,2,18,1,92,0,0,7,127.4285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371330900000,3371330900000,537 1/,,GREEN,ST,,,,537 1/2 GREEN ST,0,0,2,20.5,0,0,2,26.5,1,14,0,0,2,77,3,13,2,29.5,2,23.5,1,10,1,0,0,0,16,26.0625,,,,,,,,,,,,,,,1,"2,100.00",0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,"2,100.00",,,,,,,,,,,,,,,,
3371352900000,3371352900000,524,,GREEN,ST,,,,524 GREEN ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371422000000,3371422000000,537,,GREEN,ST,,,,537 GREEN ST,0,0,3,29.66666667,3,9.333333333,3,8,1,7,0,0,1,44,0,0,2,66.5,4,29.25,1,5,2,13.5,1,7,21,22.9047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371423800000,3371423800000,520,,GREEN,ST,,HALF,,520 GREEN ST HALF,0,0,0,0,0,0,1,468,0,0,0,0,1,34,0,0,0,0,1,16,0,0,1,0,0,0,4,129.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
3371434000000,3371434000000,439,,JUNIATA,ST,,,,439 JUNIATA ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371460100000,3371460100000,552 RE,,WOODWARD,ST,,,,552 REAR WOODWARD ST,0,0,0,0,0,0,0,0,1,13,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371463500000,3371463500000,541,E,STRAWBERRY,ST,,,,541 E STRAWBERRY ST,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,1,22,0,0,0,0,3,10.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3371504700000,3371504700000,520,,GREEN,ST,,,,520 GREEN ST,0,0,0,0,1,9,0,0,0,0,2,10,2,25.5,0,0,0,0,1,134,0,0,1,0,0,0,7,30.57142857,,,,,,,,,,,,,,,1,"1,400.00",0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,"1,400.00",,,,,,,,,,,,,,,,
3371513100000,3371513100000,535,,GREEN,ST,,HALF,,535 GREEN ST HALF,0,0,3,14,2,12.5,7,20.57142857,1,14,2,17,1,504,2,16,1,127,2,81.5,1,15,2,13.5,0,0,24,46.95833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3
3371592500000,3371592500000,543,E,STRAWBERRY,ST,,,,543 E STRAWBERRY ST,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371604200000,3371604200000,535,,GREEN,ST,,,,535 GREEN ST,0,0,2,28,0,0,1,13,0,0,0,0,2,26,0,0,0,0,2,13.5,1,6,1,0,0,0,9,17.11111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371606100000,3371606100000,518,,GREEN,ST,,,,518 GREEN ST,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371705500000,3371705500000,533,,GREEN,ST,,,,533 GREEN ST,0,0,2,125,0,0,2,273,0,0,0,0,0,0,0,0,1,45,0,0,0,0,1,0,1,8,7,121.2857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371721400000,3371721400000,545,E,STRAWBERRY,ST,,,,545 E STRAWBERRY ST,0,0,0,0,0,0,0,0,0,0,1,29,3,35.33333333,0,0,0,0,0,0,0,0,0,0,0,0,4,33.75,,,,,,,,,,,,,,,0,0.00,0,0.00,0,0.00,1,"1,400.00",0,0.00,0,0.00,1,"1,400.00",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
3371746100000,3371746100000,501,S,QUEEN,ST,,,,501 S QUEEN ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371826700000,3371826700000,552,,WOODWARD,ST,,,,552 WOODWARD ST,0,0,0,0,0,0,2,54.5,0,0,1,17,1,98,0,0,1,0,1,1,1,66,0,0,0,0,7,41.57142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371837100000,3371837100000,531,,GREEN,ST,,,,531 GREEN ST,0,0,0,0,1,196,4,213,3,30.66666667,1,17,2,25.5,1,96,2,89,2,56,0,0,1,0,0,0,17,93.76470588,,,,,,,,,,,,,,,1,"1,495.00",0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,"1,495.00",,,,,,,,,,,,,,,,
